latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.39019,-122.07135,28.0,-25200,America/Los_Angeles,PDT

time,temperature_2m (°F),relativehumidity_2m (%),precipitation_probability (%),precipitation (inch),rain (inch),showers (inch),snowfall (inch),snow_depth (ft),cloudcover (%),visibility (ft),windspeed_10m (mp/h),windspeed_80m (mp/h),winddirection_10m (°),winddirection_80m (°),temperature_80m (°F)
1682460000,74.4,33,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,9.1,8.6,329,311,64.3
1682463600,74.2,34,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,9.0,10.0,325,312,62.9
1682467200,72.3,38,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,8.4,11.1,318,313,60.7
1682470800,68.7,45,0,0.000,0.000,0.000,0.000,0.000,99,79265.094,7.7,11.1,308,312,59.5
1682474400,63.9,53,0,0.000,0.000,0.000,0.000,0.000,98,79396.328,6.8,10.8,293,308,58.2
1682478000,58.5,63,0,0.000,0.000,0.000,0.000,0.000,96,79199.477,6.3,9.8,276,305,56.8
1682481600,56.5,67,0,0.000,0.000,0.000,0.000,0.000,96,78412.070,5.8,8.6,270,303,55.9
1682485200,55.4,68,0,0.000,0.000,0.000,0.000,0.000,96,77230.969,5.1,7.1,268,302,54.8
1682488800,54.4,70,0,0.000,0.000,0.000,0.000,0.000,97,76377.953,4.3,5.2,267,301,53.7
1682492400,53.6,71,0,0.000,0.000,0.000,0.000,0.000,98,76902.891,4.0,4.5,267,303,52.8
1682496000,53.0,72,0,0.000,0.000,0.000,0.000,0.000,99,78018.375,3.8,4.2,267,306,51.9
1682499600,52.3,74,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.6,3.8,266,310,50.8
1682503200,51.5,76,0,0.000,0.000,0.000,0.000,0.000,100,79396.328,3.4,3.8,266,310,50.1
1682506800,50.7,78,0,0.000,0.000,0.000,0.000,0.000,100,79330.711,3.4,3.8,266,310,49.4
1682510400,50.3,79,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.1,3.7,266,308,49.0
1682514000,50.6,77,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.9,3.2,261,304,49.0
1682517600,51.3,74,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.5,2.5,260,297,49.2
1682521200,53.5,68,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,1.8,1.8,263,284,50.3
1682524800,56.8,60,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,1.3,1.8,301,284,52.1
1682528400,61.0,51,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.1,1.9,347,291,54.6
1682532000,66.1,41,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.6,2.6,360,301,58.2
1682535600,68.9,37,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.7,3.5,357,305,61.1
1682539200,71.3,36,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,5.9,4.5,349,307,64.3
1682542800,73.2,35,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.2,5.9,344,307,66.8
1682546400,73.5,35,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.6,7.0,339,310,66.7
1682550000,73.0,37,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,8.0,8.1,333,312,65.0
1682553600,71.4,41,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.8,9.0,327,312,62.9
1682557200,69.1,46,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,7.0,9.0,320,312,61.6
1682560800,66.1,53,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,6.0,8.7,309,312,60.2
1682564400,62.7,61,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.9,7.9,294,313,58.4
1682568000,61.1,64,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.5,6.8,288,314,57.1
1682571600,60.0,67,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,4.0,5.7,286,315,56.0
1682575200,58.8,69,0,0.000,0.000,0.000,0.000,0.000,100,79199.477,3.3,4.3,290,317,55.0
1682578800,57.9,71,1,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.9,3.8,293,320,54.6
1682582400,57.1,73,2,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.4,3.8,304,324,54.6
1682586000,56.2,75,3,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.2,3.8,315,324,54.4
1682589600,55.5,77,3,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.2,4.1,307,319,54.1
1682593200,54.8,79,3,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.7,4.6,294,313,53.5
1682596800,54.4,80,3,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.8,4.8,288,307,52.8
1682600400,54.4,80,4,0.000,0.000,0.000,0.000,0.000,100,79199.477,2.2,4.0,294,308,51.9
1682604000,54.8,78,5,0.000,0.000,0.000,0.000,0.000,100,79199.477,1.6,2.8,315,315,50.6
1682607600,56.8,73,6,0.000,0.000,0.000,0.000,0.000,100,79199.477,1.6,1.9,360,324,50.6
1682611200,60.3,65,4,0.000,0.000,0.000,0.000,0.000,85,79199.477,2.1,1.7,13,320,52.8
1682614800,65.0,55,2,0.000,0.000,0.000,0.000,0.000,63,79199.477,2.8,1.9,14,306,56.0
1682618400,70.6,43,0,0.000,0.000,0.000,0.000,0.000,37,79199.477,3.8,2.9,7,302,59.8
1682622000,73.7,38,1,0.000,0.000,0.000,0.000,0.000,25,79199.477,5.2,4.3,355,305,61.6
1682625600,76.1,36,2,0.000,0.000,0.000,0.000,0.000,17,79199.477,7.0,6.0,343,309,62.9
1682629200,78.0,34,3,0.000,0.000,0.000,0.000,0.000,9,79199.477,9.1,8.6,335,311,63.8
1682632800,78.1,34,3,0.000,0.000,0.000,0.000,0.000,6,79199.477,9.7,10.3,328,311,63.8
1682636400,77.3,36,3,0.000,0.000,0.000,0.000,0.000,6,79199.477,10.0,11.9,321,311,63.1
1682640000,75.0,40,3,0.000,0.000,0.000,0.000,0.000,8,79199.477,9.8,13.2,313,312,62.3
1682643600,72.0,44,3,0.000,0.000,0.000,0.000,0.000,12,79199.477,9.1,13.0,310,314,NaN
1682647200,68.0,48,3,0.000,0.000,0.000,0.000,0.000,18,79199.477,7.7,11.9,308,317,NaN
1682650800,63.6,53,3,0.000,0.000,0.000,0.000,0.000,24,79199.477,6.0,10.2,304,320,NaN
1682654400,61.7,55,4,0.000,0.000,0.000,0.000,0.000,26,79199.477,4.8,8.6,298,321,NaN
1682658000,60.6,56,5,0.000,0.000,0.000,0.000,0.000,27,79199.477,4.0,6.5,289,319,NaN
1682661600,59.3,58,6,0.000,0.000,0.000,0.000,0.000,26,79199.477,3.4,4.6,278,317,NaN
1682665200,58.3,60,6,0.000,0.000,0.000,0.000,0.000,21,79199.477,3.4,4.3,278,317,NaN
1682668800,57.4,63,6,0.000,0.000,0.000,0.000,0.000,15,79199.477,3.6,4.6,281,317,NaN
1682672400,56.2,66,6,0.000,0.000,0.000,0.000,0.000,8,79199.477,3.7,4.9,284,317,NaN
1682676000,55.2,69,5,0.000,0.000,0.000,0.000,0.000,6,79199.477,3.5,4.7,285,315,NaN
1682679600,54.1,73,4,0.000,0.000,0.000,0.000,0.000,6,79199.477,3.4,4.7,281,315,NaN
1682683200,53.4,76,3,0.000,0.000,0.000,0.000,0.000,9,79199.477,2.9,4.4,279,311,NaN
1682686800,53.6,75,2,0.000,0.000,0.000,0.000,0.000,13,79199.477,2.5,3.8,280,310,NaN
1682690400,54.4,73,1,0.000,0.000,0.000,0.000,0.000,19,79199.477,2.3,3.0,281,312,NaN
1682694000,56.8,67,0,0.000,0.000,0.000,0.000,0.000,28,79199.477,2.1,2.7,302,312,NaN
1682697600,60.1,59,0,0.000,0.000,0.000,0.000,0.000,37,79199.477,2.7,3.2,318,309,NaN
1682701200,64.5,50,0,0.000,0.000,0.000,0.000,0.000,46,79199.477,4.1,4.3,331,309,NaN
1682704800,69.6,39,0,0.000,0.000,0.000,0.000,0.000,60,79199.477,5.7,6.0,334,309,NaN
1682708400,72.1,34,1,0.000,0.000,0.000,0.000,0.000,72,79199.477,7.0,7.6,333,310,NaN
1682712000,74.0,31,2,0.000,0.000,0.000,0.000,0.000,84,79199.477,8.2,9.2,331,311,NaN
1682715600,75.3,29,3,0.000,0.000,0.000,0.000,0.000,96,79199.477,9.4,11.2,327,313,NaN
